Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag","Chlamydia trachomatis infection, Cum 2018†","Chlamydia trachomatis infection, Cum 2018†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chancroid, Cum 2018†","Chancroid, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
SOUTH ATLANTIC,2019,25,,NP,,NC,,NP,,NN,2798,,7996,,161890,,174640,,,-,2,,2,,1,,,SOUTH ATLANTIC,20192528
DELAWARE,2019,25,,NP,,NC,,NP,,NN,,-,300,,2746,,2481,,,-,2,,2,,,-,"DELAWARE
(38.994926, -75.452394)",,20192529
DISTRICT OF COLUMBIA,2019,25,,NP,,NC,,NP,,NN,39,,212,,3981,,4528,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20192530
FLORIDA,2019,25,,NP,,NC,,NP,,NN,1391,,2494,,50889,,48827,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20192531
GEORGIA,2019,25,,NP,,NC,,NP,,NN,432,,1657,,26507,,31380,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20192532
MARYLAND,2019,25,,NP,,NC,,NP,,NN,,-,798,,12482,,17142,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20192533
NORTH CAROLINA,2019,25,,NP,,NC,,NP,,NN,87,,1482,,27205,,31638,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20192534
SOUTH CAROLINA,2019,25,,NP,,NC,,NP,,NN,,-,1412,,13507,,16182,,,-,0,,,-,1,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20192535
VIRGINIA,2019,25,,NP,,NC,,NP,,NN,849,,1258,,22839,,20686,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20192536
WEST VIRGINIA,2019,25,,NP,,NC,,NP,,NN,,-,251,,1734,,1776,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20192537
WEST SOUTH CENTRAL,2019,28,,NP,,NC,,NP,,NN,192,,4803,,36528,,121517,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20192843
ARKANSAS,2019,28,,NP,,NC,,NP,,NN,,-,415,,4527,,9454,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192844
CONNECTICUT,2019,17,,NP,,NC,,NP,,NN,,U,,NC,,U,,U,,U,,NC,,U,,U,"CONNECTICUT
(41.575155, -72.738288)",,20191703
LOUISIANA,2019,28,,NP,,NC,,NP,,NN,108,,867,,17922,,19560,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192845
OKLAHOMA,2019,28,,NP,,NC,,NP,,NN,84,,541,,8363,,11639,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192846
TEXAS,2019,28,,NP,,NC,,NP,,NN,,-,3094,,5716,,80864,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20192847
MOUNTAIN,2019,28,,NP,,NC,,NP,,NN,1416,,2842,,66397,,66242,,,-,1,,1,,,-,,MOUNTAIN,20192848
ARIZONA,2019,28,,NP,,NC,,NP,,NN,397,,966,,22064,,21532,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192849
COLORADO,2019,28,,NP,,NC,,NP,,NN,468,,1074,,16002,,15229,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192850
IDAHO,2019,28,,NP,,NC,,NP,,NN,111,,198,,3679,,3497,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192851
MONTANA,2019,28,,NP,,NC,,NP,,NN,65,,140,,2397,,2579,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192852
NEVADA,2019,28,,NP,,NC,,NP,,NN,193,,435,,8526,,9245,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192853
NEW MEXICO,2019,28,,NP,,NC,,NP,,NN,3,,327,,6992,,7472,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192854
UTAH,2019,28,,NP,,NC,,NP,,NN,131,,250,,5687,,5576,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192855
WYOMING,2019,28,,NP,,NC,,NP,,NN,48,,63,,1050,,1112,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192856
PACIFIC,2019,28,,NP,,NC,,NP,,NN,788,,6396,,145863,,160227,,,-,0,,,-,1,,,PACIFIC,20192857
ALASKA,2019,28,,NP,,NC,,NP,,NN,,-,152,,2465,,3323,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192858
CALIFORNIA,2019,28,,NP,,NC,,NP,,NN,419,,5241,,120232,,123745,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20192859
HAWAII,2019,28,,NP,,NC,,NP,,NN,,-,181,,,-,4025,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192860
OREGON,2019,28,,NP,,NC,,NP,,NN,369,,485,,10015,,10330,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20192861
WASHINGTON,2019,28,,NP,,NC,,NP,,NN,,-,758,,13151,,18804,,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20192862
US TERRITORIES,2019,28,,NP,,NC,,NP,,NN,274,,249,,2893,,3223,,,-,0,,,-,,-,,US TERRITORIES,20192863
AMERICAN SAMOA,2019,28,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20192864
NORTHERN MARIANA ISLANDS,2019,28,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20192865
GUAM,2019,28,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20192866
PUERTO RICO,2019,28,,NP,,NC,,NP,,NN,274,,243,,2893,,2975,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20192867
U.S. VIRGIN ISLANDS,2019,28,,NP,,NC,,NP,,NN,,-,15,,,-,248,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20192868
NON-US RESIDENTS,2019,28,,NP,,NC,,NP,,NN,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20192869
TOTAL,2019,28,,NP,,NC,,NP,,NN,11858,,37050,,793600,,929441,,,-,2,,4,,2,,,TOTAL,20192870
KENTUCKY,2019,29,,NP,,NC,,NP,,NN,,-,4788,,7883,,6238,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192940
MISSISSIPPI,2019,29,,NP,,NC,,NP,,NN,113,,554,,10555,,12306,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192941
TENNESSEE,2019,29,,NP,,NC,,NP,,NN,336,,952,,20086,,20846,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192942
WEST SOUTH CENTRAL,2019,29,,NP,,NC,,NP,,NN,293,,4803,,38050,,126029,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20192943
ARKANSAS,2019,29,,NP,,NC,,NP,,NN,,-,415,,4755,,9786,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192944
LOUISIANA,2019,29,,NP,,NC,,NP,,NN,205,,868,,18819,,20281,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192945
OKLAHOMA,2019,29,,NP,,NC,,NP,,NN,88,,541,,8760,,12076,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192946
TEXAS,2019,29,,NP,,NC,,NP,,NN,,-,3094,,5716,,83886,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20192947
MOUNTAIN,2019,29,,NP,,NC,,NP,,NN,1346,,2861,,68611,,68772,,,-,1,,1,,,-,,MOUNTAIN,20192948
ARIZONA,2019,29,,NP,,NC,,NP,,NN,433,,965,,22838,,22288,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192949
COLORADO,2019,29,,NP,,NC,,NP,,NN,296,,1075,,16356,,16006,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192950
IDAHO,2019,29,,NP,,NC,,NP,,NN,128,,198,,3808,,3600,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192951
MONTANA,2019,29,,NP,,NC,,NP,,NN,70,,140,,2479,,2663,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192952
NEVADA,2019,29,,NP,,NC,,NP,,NN,198,,435,,8821,,9560,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192953
NEW MEXICO,2019,29,,NP,,NC,,NP,,NN,55,,327,,7324,,7732,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192954
AMERICAN SAMOA,2019,17,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
ARKANSAS,2019,17,,NP,,NC,,NP,,NN,,-,415,,1764,,5840,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191744
LOUISIANA,2019,17,,NP,,NC,,NP,,NN,364,,861,,11044,,11763,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191745
OKLAHOMA,2019,17,,NP,,NC,,NP,,NN,51,,540,,4461,,7113,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191746
TEXAS,2019,17,,NP,,NC,,NP,,NN,,-,3205,,,-,50902,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20191747
MOUNTAIN,2019,17,,NP,,NC,,NP,,NN,1417,,2867,,38960,,39318,,,-,1,,,-,,-,,MOUNTAIN,20191748
ARIZONA,2019,17,,NP,,NC,,NP,,NN,450,,961,,13121,,13267,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191749
COLORADO,2019,17,,NP,,NC,,NP,,NN,448,,946,,9446,,8499,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20191750
IDAHO,2019,17,,NP,,NC,,NP,,NN,123,,198,,2335,,1911,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191751
MONTANA,2019,17,,NP,,NC,,NP,,NN,55,,142,,1425,,1654,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191752
NEVADA,2019,17,,NP,,NC,,NP,,NN,111,,439,,4577,,5246,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191753
NEW MEXICO,2019,17,,NP,,NC,,NP,,NN,28,,325,,3915,,4584,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20191754
UTAH,2019,17,,NP,,NC,,NP,,NN,163,,250,,3536,,3422,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191755
WYOMING,2019,17,,NP,,NC,,NP,,NN,39,,63,,605,,735,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191756
PACIFIC,2019,17,,NP,,NC,,NP,,NN,1432,,6243,,87293,,74585,,,-,0,,,-,1,,,PACIFIC,20191757
ALASKA,2019,17,,NP,,NC,,NP,,NN,,-,152,,,-,2072,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191758
CALIFORNIA,2019,17,,NP,,NC,,NP,,NN,417,,5221,,71982,,51784,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20191759
HAWAII,2019,17,,NP,,NC,,NP,,NN,,-,187,,,-,2459,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191760
US TERRITORIES,2019,17,,NP,,NC,,NP,,NN,,-,249,,1680,,2038,,,-,0,,,-,,-,,US TERRITORIES,20191763
EAST SOUTH CENTRAL,2019,25,,NP,,NC,,NP,,NN,470,,5951,,42569,,46470,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20192538
ALABAMA,2019,25,,NP,,NC,,NP,,NN,,-,973,,13047,,12738,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20192539
KENTUCKY,2019,25,,NP,,NC,,NP,,NN,,-,4788,,3467,,4984,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20192540
MISSISSIPPI,2019,25,,NP,,NC,,NP,,NN,232,,554,,9042,,10678,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20192541
TENNESSEE,2019,25,,NP,,NC,,NP,,NN,238,,952,,17013,,18070,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20192542
WEST SOUTH CENTRAL,2019,25,,NP,,NC,,NP,,NN,77,,4803,,32371,,108764,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20192543
ARKANSAS,2019,25,,NP,,NC,,NP,,NN,,-,415,,3709,,8484,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20192544
LOUISIANA,2019,25,,NP,,NC,,NP,,NN,,-,861,,15511,,17401,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20192545
OKLAHOMA,2019,25,,NP,,NC,,NP,,NN,77,,541,,7435,,10417,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20192546
TEXAS,2019,25,,NP,,NC,,NP,,NN,,-,3094,,5716,,72462,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20192547
MOUNTAIN,2019,25,,NP,,NC,,NP,,NN,1645,,2852,,59163,,58803,,,-,1,,1,,,-,,MOUNTAIN,20192548
ARIZONA,2019,25,,NP,,NC,,NP,,NN,476,,966,,19720,,19341,,,-,1,,1,,,-,"ARIZONA
(34.293239, -111.664616)",,20192549
COLORADO,2019,25,,NP,,NC,,NP,,NN,569,,1072,,14592,,13020,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20192550
IDAHO,2019,25,,NP,,NC,,NP,,NN,133,,198,,3330,,3115,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20192551
MONTANA,2019,25,,NP,,NC,,NP,,NN,55,,140,,2143,,2333,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20192552
NEVADA,2019,25,,NP,,NC,,NP,,NN,209,,435,,7171,,8272,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20192553
NEW MEXICO,2019,25,,NP,,NC,,NP,,NN,23,,327,,6175,,6705,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20192554
UTAH,2019,25,,NP,,NC,,NP,,NN,145,,250,,5127,,5008,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20192555
WYOMING,2019,25,,NP,,NC,,NP,,NN,35,,63,,905,,1009,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20192556
PACIFIC,2019,25,,NP,,NC,,NP,,NN,1349,,6395,,132549,,143877,,,-,0,,,-,1,,,PACIFIC,20192557
ALASKA,2019,25,,NP,,NC,,NP,,NN,,-,152,,2465,,3037,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20192558
CALIFORNIA,2019,25,,NP,,NC,,NP,,NN,469,,5240,,107901,,110862,,,-,0,,,-,1,,"CALIFORNIA
(37.211164, -119.662127)",,20192559
HAWAII,2019,25,,NP,,NC,,NP,,NN,,-,181,,,-,3613,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20192560
US RESIDENTS,2019,16,,NP,,NC,,NP,,NN,11129,,36198,,406027,,529786,,,-,1,,,-,3,,,US RESIDENTS,20191601
NEW ENGLAND,2019,16,,NP,,NC,,NP,,NN,273,,1052,,11357,,13369,,,-,0,,,-,,-,,NEW ENGLAND,20191602
MAINE,2019,16,,NP,,NC,,NP,,NN,57,,124,,1300,,1406,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191604
MASSACHUSETTS,2019,16,,NP,,NC,,NP,,NN,,-,701,,7941,,9040,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191605
NEW HAMPSHIRE,2019,16,,NP,,NC,,NP,,NN,87,,107,,1144,,1240,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191606
RHODE ISLAND,2019,16,,NP,,NC,,NP,,NN,111,,529,,742,,1106,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191607
VERMONT,2019,16,,NP,,NC,,NP,,NN,18,,50,,230,,577,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191608
MIDDLE ATLANTIC,2019,16,,NP,,NC,,NP,,NN,2757,,4830,,64957,,63442,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191609
NEW JERSEY,2019,16,,NP,,NC,,NP,,NN,379,,952,,11033,,10991,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191610
NEW YORK,2019,16,,NP,,NC,,NP,,NN,826,,1686,,14006,,13738,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191611
NEW YORK CITY,2019,16,,NP,,NC,,NP,,NN,735,,1690,,21974,,22145,,,-,0,,,-,,-,,NEW YORK CITY,20191612
PENNSYLVANIA,2019,16,,NP,,NC,,NP,,NN,817,,1370,,17944,,16568,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191613
EAST NORTH CENTRAL,2019,16,,NP,,NC,,NP,,NN,1514,,5587,,62691,,76550,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20191614
ILLINOIS,2019,16,,NP,,NC,,NP,,NN,42,,1659,,11249,,23210,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191615
INDIANA,2019,16,,NP,,NC,,NP,,NN,234,,997,,9795,,10217,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191616
MICHIGAN,2019,16,,NP,,NC,,NP,,NN,274,,1273,,13699,,15475,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191617
OHIO,2019,16,,NP,,NC,,NP,,NN,679,,1495,,19491,,19185,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191618
WISCONSIN,2019,16,,NP,,NC,,NP,,NN,285,,640,,8457,,8463,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191619
WEST NORTH CENTRAL,2019,16,,NP,,NC,,NP,,NN,662,,2313,,25675,,31458,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20191620
IOWA,2019,16,,NP,,NC,,NP,,NN,53,,342,,4096,,4482,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191621
KANSAS,2019,16,,NP,,NC,,NP,,NN,172,,344,,4301,,4200,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191622
MINNESOTA,2019,16,,NP,,NC,,NP,,NN,4,,561,,4258,,7158,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191623
MISSOURI,2019,16,,NP,,NC,,NP,,NN,433,,846,,10421,,10568,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191624
NEBRASKA,2019,16,,NP,,NC,,NP,,NN,,-,253,,1113,,2659,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191625
NORTH DAKOTA,2019,16,,NP,,NC,,NP,,NN,,-,81,,426,,1040,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191626
SOUTH DAKOTA,2019,16,,NP,,NC,,NP,,NN,,-,108,,1060,,1351,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191627
SOUTH ATLANTIC,2019,16,,NP,,NC,,NP,,NN,2725,,7866,,83402,,120142,,,-,0,,,-,1,,,SOUTH ATLANTIC,20191628
DELAWARE,2019,16,,NP,,NC,,NP,,NN,,-,301,,1801,,1605,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191629
DISTRICT OF COLUMBIA,2019,16,,NP,,NC,,NP,,NN,,-,264,,,-,2677,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191630
FLORIDA,2019,16,,NP,,NC,,NP,,NN,1365,,2491,,31407,,30885,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191631
GEORGIA,2019,16,,NP,,NC,,NP,,NN,304,,1527,,13125,,20808,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191632
MARYLAND,2019,16,,NP,,NC,,NP,,NN,46,,781,,6642,,11055,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20191633
NORTH CAROLINA,2019,16,,NP,,NC,,NP,,NN,17,,1482,,14504,,20249,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191634
SOUTH CAROLINA,2019,16,,NP,,NC,,NP,,NN,,-,1475,,,-,18689,,,-,0,,,-,1,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191635
VIRGINIA,2019,16,,NP,,NC,,NP,,NN,993,,1258,,14750,,13033,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191636
WEST VIRGINIA,2019,16,,NP,,NC,,NP,,NN,,-,251,,1173,,1141,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20191637
EAST SOUTH CENTRAL,2019,16,,NP,,NC,,NP,,NN,388,,4826,,24580,,28949,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20191638
ALABAMA,2019,16,,NP,,NC,,NP,,NN,,-,952,,9133,,8604,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191639
KENTUCKY,2019,16,,NP,,NC,,NP,,NN,,-,3699,,,-,1749,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191640
MISSISSIPPI,2019,16,,NP,,NC,,NP,,NN,195,,555,,5362,,6814,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191641
TENNESSEE,2019,16,,NP,,NC,,NP,,NN,193,,962,,10085,,11782,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191642
WEST SOUTH CENTRAL,2019,16,,NP,,NC,,NP,,NN,278,,4799,,15482,,69475,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20191643
OREGON,2019,16,,NP,,NC,,NP,,NN,393,,485,,5638,,6186,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191661
WASHINGTON,2019,16,,NP,,NC,,NP,,NN,403,,885,,8657,,7865,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20191662
PUERTO RICO,2019,16,,NP,,NC,,NP,,NN,31,,243,,1680,,1803,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191667
U.S. VIRGIN ISLANDS,2019,16,,NP,,NC,,NP,,NN,,-,18,,,-,164,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191668
NON-US RESIDENTS,2019,16,,NP,,NC,,NP,,NN,,-,,NC,1,,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191669
TOTAL,2019,16,,NP,,NC,,NP,,NN,11160,,36338,,407708,,531753,,,-,1,,,-,3,,,TOTAL,20191670
US RESIDENTS,2019,17,,NP,,NC,,NP,,NN,12711,,35260,,439740,,547452,,,-,1,,,-,2,,,US RESIDENTS,20191701
NEW ENGLAND,2019,17,,NP,,NC,,NP,,NN,649,,1063,,13264,,14379,,,-,0,,,-,,-,,NEW ENGLAND,20191702
MAINE,2019,17,,NP,,NC,,NP,,NN,57,,124,,1374,,1522,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191704
MASSACHUSETTS,2019,17,,NP,,NC,,NP,,NN,428,,708,,9608,,9607,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191705
NEW HAMPSHIRE,2019,17,,NP,,NC,,NP,,NN,83,,107,,1229,,1322,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191706
RHODE ISLAND,2019,17,,NP,,NC,,NP,,NN,68,,529,,810,,1316,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191707
VERMONT,2019,17,,NP,,NC,,NP,,NN,13,,50,,243,,612,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191708
MIDDLE ATLANTIC,2019,17,,NP,,NC,,NP,,NN,3329,,4835,,70145,,70186,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20191709
NEW JERSEY,2019,17,,NP,,NC,,NP,,NN,480,,949,,11765,,11754,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191710
NEW YORK,2019,17,,NP,,NC,,NP,,NN,961,,1083,,14906,,15450,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20191711
NEW YORK CITY,2019,17,,NP,,NC,,NP,,NN,868,,1692,,24165,,23515,,,-,0,,,-,,-,,NEW YORK CITY,20191712
PENNSYLVANIA,2019,17,,NP,,NC,,NP,,NN,1020,,1370,,19309,,19467,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191713
EAST NORTH CENTRAL,2019,17,,NP,,NC,,NP,,NN,1240,,5570,,65332,,81283,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20191714
ILLINOIS,2019,17,,NP,,NC,,NP,,NN,,-,1659,,11248,,24686,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191715
INDIANA,2019,17,,NP,,NC,,NP,,NN,,-,997,,9795,,10978,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191716
MICHIGAN,2019,17,,NP,,NC,,NP,,NN,330,,1254,,14671,,16159,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191717
OHIO,2019,17,,NP,,NC,,NP,,NN,577,,1496,,20617,,20454,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20191718
WISCONSIN,2019,17,,NP,,NC,,NP,,NN,333,,640,,9001,,9006,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20191719
