PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Colorado,2017,46,X,1.01535,X,X,X,X,X,X,256,42,25213
States,New York,2017,46,X,1.6294,X,X,X,X,X,X,239,56,14668
States,Colorado,2017,47,X,1.20099,X,X,X,X,X,X,227,42,18901
States,New York,2017,47,X,1.90003,X,X,X,X,X,X,195,56,10263
States,Colorado,2017,48,X,1.2685,X,X,X,X,X,X,336,42,26488
States,New York,2017,48,X,2.10008,X,X,X,X,X,X,277,55,13190
States,Colorado,2017,49,X,1.5286,X,X,X,X,X,X,379,42,24794
States,New York,2017,49,X,2.39392,X,X,X,X,X,X,334,57,13952
States,Colorado,2017,50,X,1.79085,X,X,X,X,X,X,436,42,24346
States,New York,2017,50,X,2.65723,X,X,X,X,X,X,349,55,13134
States,Colorado,2017,51,X,2.23917,X,X,X,X,X,X,546,42,24384
States,New York,2017,51,X,3.81194,X,X,X,X,X,X,450,53,11805
States,Colorado,2017,52,X,2.56986,X,X,X,X,X,X,469,42,18250
States,New York,2017,52,X,3.56649,X,X,X,X,X,X,361,51,10122
States,Colorado,2018,1,X,2.73208,X,X,X,X,X,X,553,42,20241
States,New York,2018,1,X,4.55703,X,X,X,X,X,X,340,52,7461
States,Colorado,2018,2,X,2.58293,X,X,X,X,X,X,686,42,26559
States,New York,2018,2,X,6.18262,X,X,X,X,X,X,648,52,10481
States,Colorado,2018,3,X,2.54117,X,X,X,X,X,X,665,42,26169
States,New York,2018,3,X,7.40936,X,X,X,X,X,X,842,55,11364
States,Colorado,2018,4,X,3.05364,X,X,X,X,X,X,793,42,25969
States,New York,2018,4,X,9.17524,X,X,X,X,X,X,1355,56,14768
States,Colorado,2018,5,X,3.65521,X,X,X,X,X,X,977,42,26729
States,New York,2018,5,X,10.9383,X,X,X,X,X,X,1674,53,15304
States,Colorado,2018,6,X,3.17279,X,X,X,X,X,X,863,42,27200
States,New York,2018,6,X,10.6533,X,X,X,X,X,X,1678,56,15751
States,Colorado,2018,7,X,2.90869,X,X,X,X,X,X,740,41,25441
States,New York,2018,7,X,10.3037,X,X,X,X,X,X,1588,55,15412
States,Colorado,2018,8,X,2.72131,X,X,X,X,X,X,672,41,24694
States,New York,2018,8,X,6.97767,X,X,X,X,X,X,875,55,12540
States,Colorado,2018,9,X,2.1811,X,X,X,X,X,X,554,41,25400
States,New York,2018,9,X,5.04069,X,X,X,X,X,X,576,54,11427
States,Colorado,2018,10,X,1.79374,X,X,X,X,X,X,455,41,25366
States,New York,2018,10,X,3.71947,X,X,X,X,X,X,402,53,10808
States,Colorado,2018,11,X,1.56563,X,X,X,X,X,X,360,41,22994
States,New York,2018,11,X,3.37375,X,X,X,X,X,X,345,53,10226
States,Colorado,2018,12,X,1.29163,X,X,X,X,X,X,313,41,24233
States,New York,2018,12,X,2.35595,X,X,X,X,X,X,249,52,10569
States,Colorado,2018,13,X,0.937461,X,X,X,X,X,X,225,41,24001
States,New York,2018,13,X,2.59165,X,X,X,X,X,X,275,48,10611
States,Colorado,2018,14,X,0.948799,X,X,X,X,X,X,222,41,23398
States,New York,2018,14,X,2.34435,X,X,X,X,X,X,212,50,9043
States,Colorado,2018,15,X,0.642839,X,X,X,X,X,X,150,41,23334
States,New York,2018,15,X,2.19619,X,X,X,X,X,X,240,51,10928
States,Colorado,2018,16,X,0.619958,X,X,X,X,X,X,146,41,23550
States,New York,2018,16,X,2.22306,X,X,X,X,X,X,237,48,10661
States,Colorado,2018,17,X,0.719954,X,X,X,X,X,X,176,41,24446
States,New York,2018,17,X,1.59244,X,X,X,X,X,X,177,48,11115
States,Colorado,2018,18,X,0.580452,X,X,X,X,X,X,136,41,23430
States,New York,2018,18,X,2.20051,X,X,X,X,X,X,232,46,10543
States,Colorado,2018,19,X,0.463652,X,X,X,X,X,X,109,41,23509
States,New York,2018,19,X,1.50123,X,X,X,X,X,X,165,44,10991
States,Colorado,2018,20,X,0.420934,X,X,X,X,X,X,97,41,23044
States,New York,2018,20,X,1.42733,X,X,X,X,X,X,131,41,9178
States,Colorado,2018,21,X,0.3215,X,X,X,X,X,X,72,41,22395
States,New York,2018,21,X,1.24434,X,X,X,X,X,X,99,39,7956
States,Colorado,2018,22,X,0.430582,X,X,X,X,X,X,78,41,18115
States,New York,2018,22,X,1.39104,X,X,X,X,X,X,99,39,7117
States,Colorado,2018,23,X,0.293751,X,X,X,X,X,X,66,41,22468
States,New York,2018,23,X,0.0269724,X,X,X,X,X,X,2,38,7415
States,Colorado,2018,24,X,0.264858,X,X,X,X,X,X,57,41,21521
States,New York,2018,24,X,0.0407609,X,X,X,X,X,X,3,37,7360
States,Colorado,2018,25,X,0.207263,X,X,X,X,X,X,46,41,22194
States,New York,2018,25,X,0,X,X,X,X,X,X,0,37,7529
States,Colorado,2018,26,X,0.272491,X,X,X,X,X,X,65,41,23854
States,New York,2018,26,X,0.0150943,X,X,X,X,X,X,1,36,6625
States,Colorado,2018,27,X,0.208792,X,X,X,X,X,X,37,41,17721
States,New York,2018,27,X,0.0176025,X,X,X,X,X,X,1,35,5681
States,Colorado,2018,28,X,0.24433,X,X,X,X,X,X,53,41,21692
States,New York,2018,28,X,0,X,X,X,X,X,X,0,36,7055
States,Colorado,2018,29,X,0.215856,X,X,X,X,X,X,48,41,22237
States,New York,2018,29,X,0,X,X,X,X,X,X,0,35,6891
States,Colorado,2018,30,X,0.159526,X,X,X,X,X,X,35,41,21940
States,New York,2018,30,X,0.0135135,X,X,X,X,X,X,1,34,7400
States,Colorado,2018,31,X,0.192141,X,X,X,X,X,X,40,40,20818
States,New York,2018,31,X,0.0136836,X,X,X,X,X,X,1,35,7308
States,Colorado,2018,32,X,0.182083,X,X,X,X,X,X,40,41,21968
States,New York,2018,32,X,0,X,X,X,X,X,X,0,35,7789
States,Colorado,2018,33,X,0.202891,X,X,X,X,X,X,48,41,23658
States,New York,2018,33,X,0,X,X,X,X,X,X,0,33,8346
States,Colorado,2018,34,X,0.319584,X,X,X,X,X,X,75,41,23468
States,New York,2018,34,X,0,X,X,X,X,X,X,0,35,8973
States,Colorado,2018,35,X,0.315884,X,X,X,X,X,X,77,41,24376
States,New York,2018,35,X,0,X,X,X,X,X,X,0,34,10035
States,Colorado,2018,36,X,0.532201,X,X,X,X,X,X,99,40,18602
States,New York,2018,36,X,0.0796178,X,X,X,X,X,X,2,14,2512
States,Colorado,2018,37,X,0.371481,X,X,X,X,X,X,83,40,22343
States,New York,2018,37,X,0.260841,X,X,X,X,X,X,8,15,3067
States,Colorado,2018,38,X,0.349223,X,X,X,X,X,X,80,40,22908
States,New York,2018,38,X,0.342359,X,X,X,X,X,X,11,15,3213
States,Colorado,2018,39,X,0.329133,X,X,X,X,X,X,64,39,19445
States,New York,2018,39,X,0.22658,X,X,X,X,X,X,26,36,11475
States,Colorado,2018,40,X,2.08215,X,X,X,X,X,X,843,72,40487
States,New York,2018,40,X,0.964964,X,X,X,X,X,X,623,131,64562
States,Colorado,2018,41,X,2.33871,X,X,X,X,X,X,978,70,41818
States,New York,2018,41,X,0.98214,X,X,X,X,X,X,661,133,67302
States,Colorado,2018,42,X,2.5849,X,X,X,X,X,X,1042,71,40311
States,New York,2018,42,X,1.1082,X,X,X,X,X,X,706,134,63707
States,Colorado,2018,43,X,2.29673,X,X,X,X,X,X,944,70,41102
States,New York,2018,43,X,1.13962,X,X,X,X,X,X,700,133,61424
States,Colorado,2018,44,X,2.60677,X,X,X,X,X,X,1073,70,41162
States,New York,2018,44,X,1.26942,X,X,X,X,X,X,781,134,61524
States,Colorado,2018,45,X,2.74013,X,X,X,X,X,X,1120,70,40874
States,New York,2018,45,X,1.09622,X,X,X,X,X,X,710,135,64768
States,Colorado,2018,46,X,3.09119,X,X,X,X,X,X,1160,69,37526
States,New York,2018,46,X,1.10866,X,X,X,X,X,X,632,134,57006
States,Colorado,2018,47,X,2.81932,X,X,X,X,X,X,986,70,34973
States,New York,2018,47,X,1.34015,X,X,X,X,X,X,742,136,55367
States,Colorado,2018,48,X,3.48761,X,X,X,X,X,X,1492,71,42780
States,New York,2018,48,X,1.31799,X,X,X,X,X,X,828,136,62823
States,Colorado,2018,49,X,3.88091,X,X,X,X,X,X,1606,70,41382
States,New York,2018,49,X,1.46959,X,X,X,X,X,X,892,134,60697
States,Colorado,2018,50,X,5.00071,X,X,X,X,X,X,2122,70,42434
States,New York,2018,50,X,1.95702,X,X,X,X,X,X,1172,133,59887
States,Colorado,2018,51,X,5.98366,X,X,X,X,X,X,2571,70,42967
States,New York,2018,51,X,2.42423,X,X,X,X,X,X,1427,133,58864
States,Colorado,2018,52,X,7.42512,X,X,X,X,X,X,2608,69,35124
States,New York,2018,52,X,3.02311,X,X,X,X,X,X,1757,134,58119
States,Colorado,2019,1,X,5.99033,X,X,X,X,X,X,2268,69,37861
States,New York,2019,1,X,2.7959,X,X,X,X,X,X,1727,135,61769
States,Colorado,2019,2,X,5.24679,X,X,X,X,X,X,2277,69,43398
States,New York,2019,2,X,2.53648,X,X,X,X,X,X,1514,132,59689
States,Colorado,2019,3,X,4.7971,X,X,X,X,X,X,2064,69,43026
States,New York,2019,3,X,3.0807,X,X,X,X,X,X,1808,134,58688
States,Colorado,2019,4,X,4.56864,X,X,X,X,X,X,1890,69,41369
States,New York,2019,4,X,3.47274,X,X,X,X,X,X,2085,136,60039
States,Colorado,2019,5,X,4.91429,X,X,X,X,X,X,2067,69,42061
States,New York,2019,5,X,3.43565,X,X,X,X,X,X,2158,136,62812
States,Colorado,2019,6,X,5.41054,X,X,X,X,X,X,2077,65,38388
States,New York,2019,6,X,3.87097,X,X,X,X,X,X,2676,135,69130
States,Colorado,2019,7,X,6.15881,X,X,X,X,X,X,2482,67,40300
States,New York,2019,7,X,4.53822,X,X,X,X,X,X,3024,134,66634
States,Colorado,2019,8,X,6.50319,X,X,X,X,X,X,2599,67,39965
States,New York,2019,8,X,4.04967,X,X,X,X,X,X,2335,135,57659
States,Colorado,2019,9,X,6.4305,X,X,X,X,X,X,2790,69,43387
States,New York,2019,9,X,3.24017,X,X,X,X,X,X,1979,134,61077
States,Colorado,2019,10,X,6.98791,X,X,X,X,X,X,2883,71,41257
States,New York,2019,10,X,3.19059,X,X,X,X,X,X,2034,134,63750
States,Colorado,2019,11,X,6.19141,X,X,X,X,X,X,2490,72,40217
States,New York,2019,11,X,3.2431,X,X,X,X,X,X,2105,138,64907
States,Colorado,2019,12,X,4.74819,X,X,X,X,X,X,2011,72,42353
States,New York,2019,12,X,3.26153,X,X,X,X,X,X,2038,137,62486
States,Colorado,2019,13,X,3.69414,X,X,X,X,X,X,1459,72,39495
States,New York,2019,13,X,2.74534,X,X,X,X,X,X,1723,135,62761
States,Colorado,2019,14,X,3.61988,X,X,X,X,X,X,1334,72,36852
States,New York,2019,14,X,2.74644,X,X,X,X,X,X,1699,136,61862
States,Colorado,2019,15,X,3.0945,X,X,X,X,X,X,1224,71,39554
States,New York,2019,15,X,2.08497,X,X,X,X,X,X,1301,136,62399
States,Colorado,2019,16,X,2.88854,X,X,X,X,X,X,1117,71,38670
States,New York,2019,16,X,1.77157,X,X,X,X,X,X,1020,133,57576
States,Colorado,2019,17,X,2.61212,X,X,X,X,X,X,1049,70,40159
States,New York,2019,17,X,1.26076,X,X,X,X,X,X,753,136,59726
States,Colorado,2019,18,X,2.84653,X,X,X,X,X,X,1149,71,40365
States,New York,2019,18,X,1.15328,X,X,X,X,X,X,656,133,56881
States,Colorado,2019,19,X,2.6107,X,X,X,X,X,X,1043,71,39951
States,New York,2019,19,X,0.897742,X,X,X,X,X,X,512,130,57032
States,Colorado,2019,20,X,2.58758,X,X,X,X,X,X,1026,71,39651
States,New York,2019,20,X,0.812505,X,X,X,X,X,X,315,121,38769
States,Colorado,2019,21,X,2.48874,X,X,X,X,X,X,978,71,39297
States,New York,2019,21,X,0.898427,X,X,X,X,X,X,517,129,57545
States,Colorado,2019,22,X,2.12878,X,X,X,X,X,X,769,71,36124
States,New York,2019,22,X,0.918154,X,X,X,X,X,X,513,129,55873
States,Colorado,2019,23,X,2.141,X,X,X,X,X,X,864,71,40355
States,New York,2019,23,X,0.789753,X,X,X,X,X,X,447,125,56600
States,Colorado,2019,24,X,1.75254,X,X,X,X,X,X,701,71,39999
States,New York,2019,24,X,0.668978,X,X,X,X,X,X,384,123,57401
States,Colorado,2019,25,X,1.49057,X,X,X,X,X,X,589,71,39515
States,New York,2019,25,X,0.729279,X,X,X,X,X,X,411,123,56357
States,Colorado,2019,26,X,1.36976,X,X,X,X,X,X,543,70,39642
States,New York,2019,26,X,0.692452,X,X,X,X,X,X,420,124,60654
States,Colorado,2019,27,X,1.08482,X,X,X,X,X,X,354,67,32632
States,New York,2019,27,X,0.677309,X,X,X,X,X,X,395,124,58319
States,Colorado,2019,28,X,0.959798,X,X,X,X,X,X,387,70,40321
States,New York,2019,28,X,0.606159,X,X,X,X,X,X,374,124,61700
States,Colorado,2019,29,X,0.99995,X,X,X,X,X,X,399,70,39902
States,New York,2019,29,X,0.496888,X,X,X,X,X,X,297,123,59772
States,Colorado,2019,30,X,0.84424,X,X,X,X,X,X,338,70,40036
States,New York,2019,30,X,0.510265,X,X,X,X,X,X,298,124,58401
States,Colorado,2019,31,X,0.921023,X,X,X,X,X,X,374,70,40607
States,New York,2019,31,X,0.496411,X,X,X,X,X,X,296,124,59628
States,Colorado,2019,32,X,0.879351,X,X,X,X,X,X,361,70,41053
States,New York,2019,32,X,0.582389,X,X,X,X,X,X,317,124,54431
States,Colorado,2019,33,X,1.12834,X,X,X,X,X,X,457,70,40502
States,New York,2019,33,X,0.487924,X,X,X,X,X,X,279,124,57181
States,Colorado,2019,34,X,1.37727,X,X,X,X,X,X,550,70,39934
States,New York,2019,34,X,0.492445,X,X,X,X,X,X,278,124,56453
States,Colorado,2019,35,X,1.9783,X,X,X,X,X,X,793,70,40085
States,New York,2019,35,X,0.51099,X,X,X,X,X,X,282,124,55187
States,Colorado,2019,36,X,2.14413,X,X,X,X,X,X,773,70,36052
States,New York,2019,36,X,0.53943,X,X,X,X,X,X,302,125,55985
States,Colorado,2019,37,X,2.30971,X,X,X,X,X,X,917,70,39702
States,New York,2019,37,X,0.717335,X,X,X,X,X,X,415,124,57853
States,Colorado,2019,38,X,2.30775,X,X,X,X,X,X,918,70,39779
States,New York,2019,38,X,0.853393,X,X,X,X,X,X,502,125,58824
States,Colorado,2019,39,X,2.22526,X,X,X,X,X,X,879,70,39501
States,New York,2019,39,X,0.952203,X,X,X,X,X,X,561,124,58916
States,Colorado,2019,40,X,2.48564,X,X,X,X,X,X,870,69,35001
States,New York,2019,40,X,0.883474,X,X,X,X,X,X,517,130,58519
States,Colorado,2019,41,X,2.51736,X,X,X,X,X,X,957,70,38016
States,New York,2019,41,X,1.00583,X,X,X,X,X,X,587,135,58360
States,Colorado,2019,42,X,2.5526,X,X,X,X,X,X,979,70,38353
States,New York,2019,42,X,1.09797,X,X,X,X,X,X,622,136,56650
States,Colorado,2019,43,X,2.65636,X,X,X,X,X,X,1007,70,37909
States,New York,2019,43,X,1.03963,X,X,X,X,X,X,626,138,60214
States,Colorado,2019,44,X,2.7934,X,X,X,X,X,X,919,70,32899
States,New York,2019,44,X,1.23284,X,X,X,X,X,X,712,138,57753
States,Colorado,2019,45,X,2.6835,X,X,X,X,X,X,982,70,36594
States,New York,2019,45,X,1.29974,X,X,X,X,X,X,734,137,56473
States,Colorado,2019,46,X,2.98331,X,X,X,X,X,X,1112,70,37274
States,New York,2019,46,X,1.37191,X,X,X,X,X,X,763,136,55616
States,Colorado,2019,47,X,3.22949,X,X,X,X,X,X,1216,70,37653
States,New York,2019,47,X,1.44615,X,X,X,X,X,X,826,135,57117
States,Colorado,2019,48,X,3.47627,X,X,X,X,X,X,912,65,26235
States,New York,2019,48,X,1.95974,X,X,X,X,X,X,991,133,50568
States,Colorado,2019,49,X,4.03004,X,X,X,X,X,X,1465,70,36352
States,New York,2019,49,X,1.94126,X,X,X,X,X,X,1002,133,51616
States,Colorado,2019,50,X,4.62243,X,X,X,X,X,X,1635,70,35371
States,New York,2019,50,X,2.28183,X,X,X,X,X,X,1328,136,58199
States,Colorado,2019,51,X,5.35557,X,X,X,X,X,X,1943,70,36280
States,New York,2019,51,X,3.35442,X,X,X,X,X,X,1898,135,56582
States,Colorado,2019,52,X,7.20011,X,X,X,X,X,X,2569,70,35680
States,New York,2019,52,X,5.17193,X,X,X,X,X,X,2939,135,56826
States,Colorado,2020,1,X,6.7374,X,X,X,X,X,X,2178,68,32327
States,New York,2020,1,X,5.23796,X,X,X,X,X,X,2976,131,56816
States,Colorado,2020,2,X,6.48972,X,X,X,X,X,X,2472,68,38091
States,New York,2020,2,X,3.89487,X,X,X,X,X,X,1891,131,48551
States,Colorado,2020,3,X,6.30527,X,X,X,X,X,X,2403,68,38111
States,New York,2020,3,X,4.98993,X,X,X,X,X,X,2824,135,56594
States,Colorado,2020,4,X,7.43418,X,X,X,X,X,X,2869,68,38592
States,New York,2020,4,X,6.29803,X,X,X,X,X,X,3688,134,58558
States,Colorado,2020,5,X,7.87999,X,X,X,X,X,X,3136,68,39797
States,New York,2020,5,X,6.96812,X,X,X,X,X,X,4361,134,62585
States,Colorado,2020,6,X,7.64491,X,X,X,X,X,X,2903,68,37973
States,New York,2020,6,X,7.51562,X,X,X,X,X,X,4535,135,60341
States,Colorado,2020,7,X,6.36278,X,X,X,X,X,X,2373,68,37295
States,New York,2020,7,X,6.25291,X,X,X,X,X,X,3631,134,58069
States,Colorado,2020,8,X,5.7215,X,X,X,X,X,X,2086,68,36459
States,New York,2020,8,X,4.85567,X,X,X,X,X,X,2577,133,53072
States,Colorado,2020,9,X,5.40683,X,X,X,X,X,X,2046,68,37841
States,New York,2020,9,X,3.78471,X,X,X,X,X,X,1926,131,50889
States,Colorado,2020,10,X,5.82979,X,X,X,X,X,X,2238,68,38389
States,New York,2020,10,X,3.69374,X,X,X,X,X,X,1813,133,49083
States,Colorado,2020,11,X,7.64807,X,X,X,X,X,X,2793,68,36519
States,New York,2020,11,X,6.12276,X,X,X,X,X,X,3200,130,52264
States,Colorado,2020,12,X,6.94015,X,X,X,X,X,X,1504,68,21671
States,New York,2020,12,X,7.90347,X,X,X,X,X,X,3288,131,41602
States,Colorado,2020,13,X,4.46775,X,X,X,X,X,X,656,62,14683
States,New York,2020,13,X,7.98081,X,X,X,X,X,X,2894,130,36262
States,Colorado,2020,14,X,3.46778,X,X,X,X,X,X,472,62,13611
States,New York,2020,14,X,7.09741,X,X,X,X,X,X,2365,130,33322
States,Colorado,2020,15,X,2.3645,X,X,X,X,X,X,325,63,13745
States,New York,2020,15,X,4.76863,X,X,X,X,X,X,1452,129,30449
States,Colorado,2020,16,X,1.62182,X,X,X,X,X,X,217,58,13380
States,New York,2020,16,X,3.30446,X,X,X,X,X,X,946,130,28628
States,Colorado,2020,17,X,1.28205,X,X,X,X,X,X,192,60,14976
States,New York,2020,17,X,2.00144,X,X,X,X,X,X,583,129,29129
States,Colorado,2020,18,X,0.859753,X,X,X,X,X,X,128,61,14888
States,New York,2020,18,X,1.27955,X,X,X,X,X,X,393,130,30714
States,Colorado,2020,19,X,0.715671,X,X,X,X,X,X,107,63,14951
States,New York,2020,19,X,0.96626,X,X,X,X,X,X,305,127,31565
States,Colorado,2020,20,X,0.740088,X,X,X,X,X,X,126,66,17025
States,New York,2020,20,X,0.775521,X,X,X,X,X,X,257,126,33139
States,Colorado,2020,21,X,0.567261,X,X,X,X,X,X,105,67,18510
States,New York,2020,21,X,0.683416,X,X,X,X,X,X,244,127,35703
States,Colorado,2020,22,X,0.558847,X,X,X,X,X,X,100,65,17894
States,New York,2020,22,X,0.481247,X,X,X,X,X,X,189,127,39273
States,Colorado,2020,23,X,0.318504,X,X,X,X,X,X,63,64,19780
States,New York,2020,23,X,0.428651,X,X,X,X,X,X,162,124,37793
States,Colorado,2020,24,X,0.360498,X,X,X,X,X,X,71,65,19695
States,New York,2020,24,X,0.400707,X,X,X,X,X,X,161,126,40179
States,Colorado,2020,25,X,0.371897,X,X,X,X,X,X,74,65,19898
States,New York,2020,25,X,0.458804,X,X,X,X,X,X,190,126,41412
States,Colorado,2020,26,X,0.429439,X,X,X,X,X,X,87,65,20259
States,New York,2020,26,X,0.360199,X,X,X,X,X,X,165,125,45808
States,Colorado,2020,27,X,0.513836,X,X,X,X,X,X,96,64,18683
States,New York,2020,27,X,0.424689,X,X,X,X,X,X,193,122,45445
States,Colorado,2020,28,X,0.5427,X,X,X,X,X,X,125,65,23033
States,New York,2020,28,X,0.465711,X,X,X,X,X,X,222,123,47669
States,Colorado,2020,29,X,0.530223,X,X,X,X,X,X,125,65,23575
States,New York,2020,29,X,0.509557,X,X,X,X,X,X,233,123,45726
States,Colorado,2020,30,X,0.513099,X,X,X,X,X,X,123,65,23972
States,New York,2020,30,X,0.523225,X,X,X,X,X,X,237,123,45296
States,Colorado,2020,31,X,0.480116,X,X,X,X,X,X,113,65,23536
States,New York,2020,31,X,0.522652,X,X,X,X,X,X,232,123,44389
States,Colorado,2020,32,X,0.457482,X,X,X,X,X,X,114,66,24919
States,New York,2020,32,X,0.483196,X,X,X,X,X,X,224,123,46358
States,Colorado,2020,33,X,0.573599,X,X,X,X,X,X,145,65,25279
States,New York,2020,33,X,0.52421,X,X,X,X,X,X,228,122,43494
States,Colorado,2020,34,X,0.571834,X,X,X,X,X,X,145,66,25357
States,New York,2020,34,X,0.739927,X,X,X,X,X,X,330,122,44599
States,Colorado,2020,35,X,0.524618,X,X,X,X,X,X,135,67,25733
States,New York,2020,35,X,0.724231,X,X,X,X,X,X,323,121,44599
States,Colorado,2020,36,X,0.532227,X,X,X,X,X,X,136,66,25553
States,New York,2020,36,X,0.621846,X,X,X,X,X,X,276,122,44384
States,Colorado,2020,37,X,0.692057,X,X,X,X,X,X,157,66,22686
States,New York,2020,37,X,0.669827,X,X,X,X,X,X,284,122,42399
States,Colorado,2020,38,X,0.873775,X,X,X,X,X,X,231,65,26437
States,New York,2020,38,X,0.77839,X,X,X,X,X,X,353,123,45350
States,Colorado,2020,39,X,0.950208,X,X,X,X,X,X,254,66,26731
States,New York,2020,39,X,0.862973,X,X,X,X,X,X,395,122,45772
States,Colorado,2020,40,X,0.827505,X,X,X,X,X,X,226,65,27311
States,New York,2020,40,X,0.881096,X,X,X,X,X,X,406,125,46079
States,Colorado,2020,41,X,1.19393,X,X,X,X,X,X,342,64,28645
States,New York,2020,41,X,0.925477,X,X,X,X,X,X,458,125,49488
States,Colorado,2020,42,X,1.05357,X,X,X,X,X,X,297,64,28190
States,New York,2020,42,X,0.856567,X,X,X,X,X,X,408,125,47632
States,Colorado,2020,43,X,1.13962,X,X,X,X,X,X,326,64,28606
States,New York,2020,43,X,0.842508,X,X,X,X,X,X,401,126,47596
States,Colorado,2020,44,X,1.44856,X,X,X,X,X,X,409,64,28235
States,New York,2020,44,X,0.87251,X,X,X,X,X,X,389,127,44584
States,Colorado,2020,45,X,1.37381,X,X,X,X,X,X,410,64,29844
States,New York,2020,45,X,1.03146,X,X,X,X,X,X,476,124,46148
States,Colorado,2020,46,X,1.28886,X,X,X,X,X,X,369,63,28630
States,New York,2020,46,X,1.16537,X,X,X,X,X,X,562,125,48225
States,Colorado,2020,47,X,1.24283,X,X,X,X,X,X,351,63,28242
States,New York,2020,47,X,1.22542,X,X,X,X,X,X,577,125,47086
States,Colorado,2020,48,X,0.946194,X,X,X,X,X,X,201,64,21243
States,New York,2020,48,X,1.21522,X,X,X,X,X,X,539,125,44354
States,Colorado,2020,49,X,0.9531,X,X,X,X,X,X,240,64,25181
States,New York,2020,49,X,1.40623,X,X,X,X,X,X,589,125,41885
States,Colorado,2020,50,X,0.850729,X,X,X,X,X,X,216,67,25390
States,New York,2020,50,X,1.64306,X,X,X,X,X,X,747,124,45464
States,Colorado,2020,51,X,0.736702,X,X,X,X,X,X,177,64,24026
States,New York,2020,51,X,1.43254,X,X,X,X,X,X,614,125,42861
States,Colorado,2020,52,X,0.691267,X,X,X,X,X,X,142,64,20542
States,New York,2020,52,X,1.50536,X,X,X,X,X,X,638,124,42382
States,Colorado,2020,53,X,0.607776,X,X,X,X,X,X,131,64,21554
States,New York,2020,53,X,1.68594,X,X,X,X,X,X,774,124,45909
States,Colorado,2021,1,X,0.671977,X,X,X,X,X,X,178,63,26489
States,New York,2021,1,X,1.70195,X,X,X,X,X,X,816,125,47945
States,Colorado,2021,2,X,0.607272,X,X,X,X,X,X,158,63,26018
States,New York,2021,2,X,1.19633,X,X,X,X,X,X,535,113,44720
States,Colorado,2021,3,X,0.731373,X,X,X,X,X,X,192,63,26252
States,New York,2021,3,X,1.48119,X,X,X,X,X,X,647,125,43681
States,Colorado,2021,4,X,0.709898,X,X,X,X,X,X,230,78,32399
States,New York,2021,4,X,1.14576,X,X,X,X,X,X,499,126,43552
States,Colorado,2021,5,X,0.669523,X,X,X,X,X,X,225,79,33606
States,New York,2021,5,X,1.05889,X,X,X,X,X,X,447,125,42214
States,Colorado,2021,6,X,0.747818,X,X,X,X,X,X,245,79,32762
States,New York,2021,6,X,1.02586,X,X,X,X,X,X,447,126,43573
States,Colorado,2021,7,X,0.729135,X,X,X,X,X,X,242,78,33190
States,New York,2021,7,X,0.87301,X,X,X,X,X,X,368,125,42153
States,Colorado,2021,8,X,0.704142,X,X,X,X,X,X,238,78,33800
States,New York,2021,8,X,0.805191,X,X,X,X,X,X,371,126,46076
States,Colorado,2021,9,X,0.586303,X,X,X,X,X,X,207,79,35306
States,New York,2021,9,X,0.912473,X,X,X,X,X,X,417,126,45700
States,Colorado,2021,10,X,0.780955,X,X,X,X,X,X,269,78,34445
States,New York,2021,10,X,0.972795,X,X,X,X,X,X,462,125,47492
States,Colorado,2021,11,X,0.618067,X,X,X,X,X,X,190,78,30741
States,New York,2021,11,X,1.08844,X,X,X,X,X,X,518,126,47591
States,Colorado,2021,12,X,0.608941,X,X,X,X,X,X,205,78,33665
States,New York,2021,12,X,1.01204,X,X,X,X,X,X,490,126,48417
States,Colorado,2021,13,X,0.70916,X,X,X,X,X,X,252,81,35535
States,New York,2021,13,X,1.08874,X,X,X,X,X,X,505,126,46384
States,Colorado,2021,14,X,0.840991,X,X,X,X,X,X,313,79,37218
States,New York,2021,14,X,1.24353,X,X,X,X,X,X,591,122,47526
States,Colorado,2021,15,X,0.895619,X,X,X,X,X,X,333,78,37181
States,New York,2021,15,X,1.15906,X,X,X,X,X,X,552,125,47625
States,Colorado,2021,16,X,0.994788,X,X,X,X,X,X,376,78,37797
States,New York,2021,16,X,1.25811,X,X,X,X,X,X,584,123,46419
States,Colorado,2021,17,X,1.04545,X,X,X,X,X,X,412,78,39409
States,New York,2021,17,X,1.17598,X,X,X,X,X,X,540,122,45919
States,Colorado,2021,18,X,1.01438,X,X,X,X,X,X,388,78,38250
States,New York,2021,18,X,1.17592,X,X,X,X,X,X,574,122,48813
States,Colorado,2021,19,X,1.14457,X,X,X,X,X,X,428,78,37394
States,New York,2021,19,X,1.39,X,X,X,X,X,X,660,120,47482
States,Colorado,2021,20,X,1.08512,X,X,X,X,X,X,412,79,37968
States,New York,2021,20,X,1.22147,X,X,X,X,X,X,609,121,49858
States,Colorado,2021,21,X,1.02796,X,X,X,X,X,X,400,78,38912
States,New York,2021,21,X,1.13012,X,X,X,X,X,X,553,121,48933
States,Colorado,2021,22,X,1.09687,X,X,X,X,X,X,391,78,35647
